popularity,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence
54,True,0.774,0.537,6,-11.277,0,0.17,0.387,0.0,0.306,0.759
0,False,0.848,0.724,1,-6.595,0,0.0362,0.0289,0.000847,0.0666,0.479
24,False,0.392,0.601,5,-18.688,1,0.0805,0.889,0.709,0.888,0.375
38,False,0.666,0.824,1,-8.59,1,0.0283,0.438,2.34e-05,0.135,0.966
23,False,0.675,0.452,2,-11.492,1,0.0392,0.0149,0.284,0.0714,0.971
8,False,0.484,0.838,10,-16.897,0,0.0668,0.00509,0.648,0.293,0.253
54,False,0.264,0.875,9,-3.222,1,0.0551,0.00208,0.00771,0.176,0.403
61,True,0.811,0.508,10,-9.978,1,0.0499,0.0466,0.0,0.0906,0.0719
3,True,0.709,0.56,4,-4.867,0,0.171,0.034,0.0,0.315,0.541
13,False,0.474,0.159,9,-19.083,0,0.0449,0.993,0.898,0.0872,0.585
57,False,0.718,0.543,4,-11.238,1,0.0372,0.0606,0.0988,0.0646,0.37
80,False,0.448,0.606,3,-4.565,1,0.0609,0.577,0.0,0.217,0.483
25,False,0.324,0.936,10,-5.967,1,0.129,0.0185,0.000224,0.0782,0.899
26,False,0.233,0.857,0,-6.5,1,0.0696,0.000211,8.14e-05,0.0651,0.411
29,False,0.727,0.794,5,-7.988,1,0.0424,0.276,0.0,0.303,0.915
47,False,0.311,0.944,7,-1.734,1,0.14,0.0116,0.0,0.383,0.398
14,False,0.719,0.553,1,-12.137,0,0.0404,0.433,0.895,0.108,0.207
56,False,0.756,0.587,4,-5.142,1,0.0286,0.409,0.0,0.247,0.893
5,False,0.685,0.909,3,-4.034,0,0.0396,0.0471,0.0,0.35,0.922
65,False,0.348,0.169,1,-18.45,1,0.0413,0.959,0.889,0.1,0.107
50,False,0.694,0.46,6,-8.402,0,0.0699,0.358,0.0,0.089,0.162
0,False,0.84,0.507,5,-7.251,0,0.0304,0.29,0.0,0.241,0.703
13,False,0.765,0.657,2,-7.779,1,0.157,0.356,0.0,0.107,0.595
31,False,0.168,0.491,2,-9.047,1,0.0295,0.151,1.99e-05,0.806,0.224
0,False,0.609,0.293,9,-11.836,0,0.0761,0.778,0.168,0.106,0.193
70,False,0.588,0.881,0,-4.62,1,0.0666,0.000252,0.0,0.326,0.709
53,False,0.654,0.767,0,-6.307,1,0.0523,0.125,0.0,0.0838,0.404
53,False,0.641,0.617,5,-7.411,0,0.0307,0.413,0.0,0.112,0.941
0,False,0.627,0.704,0,-8.415,1,0.0497,0.0458,0.0859,0.113,0.781
31,False,0.376,0.376,4,-8.389,1,0.0281,0.33,0.000105,0.128,0.381
65,False,0.785,0.732,1,-3.976,0,0.0377,0.248,0.0,0.298,0.64
56,True,0.494,0.99,7,-2.28,1,0.176,2.01e-05,0.0,0.127,0.283
0,False,0.612,0.997,1,-2.524,1,0.204,0.0185,0.0,0.335,0.545
5,False,0.551,0.494,9,-11.164,1,0.0496,0.938,0.000934,0.339,0.592
34,False,0.524,0.969,5,-3.364,1,0.0403,0.000502,8.66e-05,0.0707,0.804
45,False,0.32,0.878,7,-5.771,1,0.0909,0.538,0.0,0.665,0.509
30,False,0.504,0.996,6,-3.836,1,0.136,7.75e-06,0.000248,0.21,0.218
0,False,0.428,0.292,7,-15.157,0,0.0307,0.859,0.00105,0.191,0.508
0,False,0.709,0.871,5,-4.126,0,0.175,0.134,0.0,0.316,0.667
66,False,0.501,0.445,6,-8.432,1,0.0337,0.772,0.0,0.117,0.388
50,False,0.604,0.622,2,-6.568,1,0.0465,0.498,0.0,0.128,0.195
22,False,0.423,0.958,9,-5.639,0,0.834,0.861,0.0,0.862,0.451
46,False,0.631,0.277,4,-13.779,1,0.0332,0.275,0.898,0.116,0.166
23,False,0.247,0.506,1,-7.998,0,0.0379,0.739,0.00163,0.0774,0.184
59,False,0.815,0.801,7,-4.271,0,0.143,0.229,1.14e-05,0.0762,0.533
0,False,0.475,0.715,8,-5.371,1,0.058,0.0863,2.67e-05,0.135,0.159
58,False,0.608,0.798,6,-5.092,0,0.0432,0.0736,0.0,0.156,0.5
30,True,0.415,0.713,0,-5.529,1,0.0345,0.0555,0.0,0.0811,0.361
63,True,0.535,0.819,8,-6.792,1,0.455,0.584,0.0,0.16,0.581
71,True,0.934,0.735,1,-6.668,1,0.251,0.031,8.6e-06,0.107,0.768
44,False,0.391,0.942,11,-7.998,1,0.0633,0.000295,0.715,0.181,0.322
58,False,0.469,0.596,7,-8.348,1,0.0749,0.0101,0.0,0.321,0.783
0,True,0.54,0.98,1,-3.463,1,0.0823,0.000169,1.56e-06,0.319,0.388
47,False,0.745,0.726,6,-7.816,0,0.044,0.0706,0.868,0.0731,0.259
49,False,0.568,0.339,10,-8.661,1,0.0289,0.687,2.52e-05,0.24,0.121
0,False,0.778,0.711,7,-11.367,1,0.0643,0.352,0.0473,0.969,0.858
62,False,0.622,0.239,5,-18.982,0,0.0447,0.859,0.051,0.109,0.737
55,False,0.493,0.312,8,-15.138,0,0.0386,0.742,0.925,0.115,0.153
70,False,0.504,0.401,0,-10.016,1,0.0958,0.805,0.00596,0.155,0.243
38,False,0.113,0.146,4,-19.294,1,0.033,0.925,0.958,0.0998,0.08
60,False,0.849,0.361,11,-10.057,1,0.0641,0.692,0.00673,0.14,0.553
54,False,0.472,0.832,3,-3.278,0,0.0339,0.00058,0.000255,0.256,0.839
15,False,0.365,0.763,7,-6.095,1,0.23,2.71e-05,0.637,0.297,0.0664
48,False,0.618,0.69,3,-4.311,1,0.0268,0.292,0.0,0.202,0.252
29,False,0.528,0.716,1,-7.478,1,0.0308,0.104,0.0,0.0552,0.851
0,False,0.67,0.983,3,-2.052,0,0.0779,0.0067,0.0,0.0223,0.822
57,False,0.74,0.922,10,-7.719,0,0.0436,0.00616,0.691,0.149,0.54
32,False,0.531,0.425,9,-12.091,1,0.0315,0.636,1.59e-05,0.0814,0.679
0,False,0.708,0.76,0,-3.02,1,0.0934,0.0104,8.35e-06,0.0462,0.706
66,False,0.673,0.808,9,-6.183,1,0.0491,0.0121,0.878,0.037,0.303
44,False,0.785,0.907,4,-4.15,0,0.118,0.0156,1.14e-06,0.513,0.565
21,False,0.682,0.815,11,-7.55,0,0.062,0.528,0.0,0.0995,0.964
84,True,0.841,0.728,7,-3.37,1,0.0484,0.0847,0.0,0.149,0.43
26,True,0.885,0.763,8,-5.165,0,0.0363,0.73,0.00042,0.302,0.746
65,False,0.636,0.836,8,-3.004,1,0.0427,0.00609,0.000157,0.0828,0.715
27,False,0.537,0.994,4,-5.152,0,0.0776,0.000131,0.685,0.28,0.356
51,False,0.572,0.743,8,-7.129,0,0.0418,0.0349,0.61,0.109,0.183
22,False,0.479,0.166,4,-12.125,1,0.0282,0.757,9.06e-06,0.127,0.207
40,False,0.52,0.478,4,-10.862,1,0.0276,0.61,0.00122,0.105,0.545
17,False,0.444,0.121,5,-14.244,1,0.0366,0.968,0.000676,0.17,0.28
58,False,0.795,0.981,6,-4.665,1,0.0517,0.00119,0.91,0.0519,0.666
36,False,0.652,0.675,7,-9.37,1,0.0405,0.0052,0.563,0.112,0.0364
0,False,0.7,0.808,9,-4.522,0,0.0446,0.00141,0.0,0.611,0.664
51,False,0.57,0.283,7,-10.073,1,0.0326,0.854,0.0,0.101,0.409
31,False,0.491,0.486,4,-7.91,0,0.0318,0.261,0.0,0.0964,0.346
36,False,0.363,0.982,7,-3.621,0,0.3,0.00123,0.00218,0.284,0.275
0,False,0.711,0.774,3,-6.769,1,0.0564,0.549,0.0,0.103,0.553
32,False,0.756,0.697,11,-3.588,1,0.319,0.545,0.0,0.761,0.968
44,False,0.463,0.9,3,-5.477,0,0.0811,0.014,0.00445,0.0958,0.0775
61,False,0.504,0.528,2,-7.889,1,0.0244,0.72,6.28e-05,0.432,0.414
66,False,0.473,0.936,2,-4.877,1,0.0704,0.00916,0.0422,0.31,0.416
73,False,0.778,0.8,2,-3.529,1,0.227,0.254,0.0,0.139,0.585
41,False,0.711,0.836,2,-9.156,0,0.0452,0.152,0.636,0.157,0.321
67,False,0.47,0.85,1,-2.825,0,0.0363,0.0627,0.0,0.118,0.148
18,False,0.386,0.84,10,-4.586,0,0.233,0.0138,2.31e-05,0.354,0.878
0,False,0.4,0.178,7,-16.76,1,0.0351,0.719,8.22e-06,0.3,0.209
36,False,0.738,0.806,0,-6.383,1,0.0467,0.582,0.0246,0.113,0.646
40,False,0.518,0.995,0,-3.412,1,0.0901,1.11e-05,0.00161,0.0931,0.342
25,False,0.859,0.633,9,-9.894,1,0.0637,0.0157,0.863,0.0977,0.0457
47,False,0.605,0.94,1,-2.645,0,0.141,0.00064,2.23e-05,0.19,0.52
0,False,0.804,0.323,0,-11.127,0,0.305,0.308,0.0,0.15,0.456
21,False,0.424,0.057,7,-20.102,1,0.037,0.96,0.908,0.0599,0.16
40,False,0.322,0.702,4,-4.988,1,0.035,0.511,0.00149,0.123,0.212
18,False,0.741,0.278,9,-11.485,1,0.0538,0.66,0.775,0.0603,0.799
37,False,0.582,0.958,10,-4.685,0,0.247,0.567,0.0,0.348,0.29
21,False,0.68,0.921,6,-3.138,1,0.0459,0.201,0.0,0.314,0.697
0,False,0.727,0.796,7,-3.918,0,0.125,0.0627,0.0,0.166,0.701
44,False,0.791,0.858,8,-9.45,1,0.072,0.114,0.0923,0.0781,0.872
73,False,0.621,0.8,4,-7.284,0,0.0344,0.0263,1.51e-05,0.0591,0.968
66,False,0.751,0.354,10,-14.518,1,0.446,0.885,0.179,0.206,0.781
10,False,0.506,0.279,8,-13.727,1,0.0271,0.729,3.01e-06,0.187,0.313
0,False,0.563,0.647,5,-4.675,1,0.0398,0.0337,0.0,0.359,0.691
73,False,0.678,0.656,7,-6.41,1,0.0381,0.00174,0.0,0.0631,0.485
0,False,0.579,0.502,8,-7.57,1,0.0513,0.733,0.0,0.281,0.836
57,False,0.502,0.831,2,-3.723,1,0.295,0.105,1.3e-06,0.174,0.451
19,False,0.45,0.581,0,-7.806,0,0.04,0.496,0.0,0.118,0.463
0,False,0.65,0.956,4,-4.113,1,0.0564,0.0153,3.86e-05,0.364,0.673
24,False,0.686,0.765,1,-6.524,1,0.0374,0.131,0.000224,0.103,0.856
27,False,0.512,0.95,10,-4.07,1,0.0814,0.0281,0.00196,0.0703,0.489
45,False,0.55,0.905,2,-4.096,0,0.0819,0.21,0.0,0.491,0.644
43,False,0.845,0.676,8,-5.459,1,0.133,0.104,1.36e-06,0.129,0.713
25,False,0.408,0.933,0,-2.828,0,0.0398,9.38e-05,0.0,0.124,0.51
60,False,0.362,0.437,9,-6.29,0,0.0271,0.807,0.0,0.0715,0.215
0,False,0.439,0.196,0,-16.093,1,0.0601,0.88,0.0,0.0513,0.525
21,False,0.758,0.309,2,-9.982,0,0.0365,0.833,0.0,0.109,0.44
34,False,0.577,0.958,1,-3.162,1,0.112,0.000595,0.0015,0.11,0.492
56,True,0.737,0.5,11,-8.791,0,0.191,0.0321,0.0,0.11,0.459
50,False,0.462,0.371,10,-11.201,1,0.0522,0.503,0.0,0.135,0.255
80,False,0.645,0.862,11,-4.761,0,0.0845,0.0933,0.0,0.193,0.803
2,False,0.288,0.372,7,-16.74,0,0.0358,0.973,0.289,0.144,0.346
36,False,0.685,0.627,4,-9.216,0,0.0516,0.0863,0.83,0.275,0.635
43,False,0.384,0.354,9,-11.27,1,0.0306,0.836,0.0,0.977,0.305
0,False,0.555,0.213,8,-9.262,1,0.0449,0.939,5.33e-05,0.113,0.498
22,False,0.489,0.864,9,-4.68,0,0.0462,1.08e-05,0.177,0.0876,0.655
47,False,0.602,0.922,9,-4.229,1,0.0982,0.725,0.0,0.543,0.844
58,False,0.486,0.953,0,-2.244,1,0.0766,0.0505,0.0,0.115,0.595
24,False,0.686,0.867,11,-4.298,1,0.0442,0.00659,0.921,0.21,0.104
4,False,0.535,0.979,8,-3.593,1,0.0597,0.000666,0.0,0.084,0.432
46,False,0.511,0.541,4,-8.841,1,0.0316,0.398,0.0,0.0986,0.719
3,False,0.553,0.659,8,-7.295,1,0.0391,0.0027,0.0,0.105,0.105
74,False,0.36,0.684,4,-6.457,0,0.0308,0.323,0.0,0.34,0.2
10,False,0.809,0.402,5,-12.753,1,0.0941,0.776,0.0,0.352,0.938
65,False,0.853,0.745,9,-8.636,0,0.109,0.0642,1.87e-06,0.0274,0.882
54,False,0.41,0.72,7,-7.675,0,0.0476,0.827,0.00123,0.338,0.728
69,False,0.428,0.467,2,-4.904,1,0.0327,0.68,0.0,0.135,0.193
39,False,0.641,0.614,9,-8.296,1,0.0846,0.176,4.73e-05,0.123,0.551
45,False,0.566,0.518,2,-6.892,1,0.042,0.779,4.5e-06,0.0767,0.923
54,False,0.723,0.769,11,-8.244,0,0.0634,0.226,0.892,0.0764,0.241
15,False,0.148,0.998,6,-3.958,1,0.232,3.1e-06,0.184,0.184,0.0615
0,False,0.636,0.761,9,-7.752,0,0.035,0.00383,0.00784,0.0851,0.462
61,False,0.646,0.491,8,-13.106,1,0.0443,0.465,0.18,0.0834,0.68
18,False,0.446,0.484,7,-9.006,1,0.0373,0.855,0.641,0.113,0.337
15,False,0.849,0.665,9,-8.336,1,0.511,0.0079,0.00822,0.314,0.436
23,False,0.61,0.953,0,-4.689,1,0.0656,0.0306,5.84e-06,0.181,0.718
2,False,0.807,0.803,11,-4.156,1,0.126,0.6,0.0085,0.136,0.706
20,True,0.544,0.937,11,-3.917,0,0.171,0.00279,0.888,0.0806,0.485
47,False,0.17,0.878,9,-3.934,1,0.0576,0.0215,1.76e-05,0.217,0.43
24,False,0.23,0.96,4,-7.282,0,0.082,0.00265,0.000838,0.924,0.404
49,False,0.424,0.248,9,-9.764,1,0.0295,0.891,0.0,0.127,0.318
40,True,0.621,0.74,8,-7.1,1,0.187,0.378,0.0,0.131,0.939
22,False,0.537,0.938,10,-6.029,1,0.0468,0.00221,0.0,0.125,0.737
24,False,0.337,0.734,0,-6.357,1,0.0341,0.00094,0.00658,0.327,0.313
57,False,0.773,0.654,5,-7.796,0,0.284,0.53,0.0,0.109,0.607
62,False,0.32,0.63,10,-7.019,0,0.0493,0.192,0.0,0.102,0.323
47,False,0.767,0.621,6,-7.093,1,0.434,0.162,0.0,0.256,0.502
3,False,0.122,0.418,9,-11.981,0,0.0382,0.029,0.804,0.127,0.0812
45,False,0.552,0.858,0,-3.247,1,0.0389,0.000398,0.872,0.118,0.0743
55,False,0.762,0.468,10,-7.969,1,0.0464,0.934,0.102,0.115,0.347
46,False,0.556,0.944,1,-3.955,1,0.353,0.495,0.0,0.915,0.639
42,False,0.698,0.73,4,-8.146,0,0.094,0.00786,8.57e-05,0.214,0.537
50,False,0.498,0.384,4,-10.752,1,0.0976,0.818,0.000937,0.13,0.25
58,False,0.464,0.391,6,-9.884,1,0.0384,0.755,9.64e-05,0.105,0.418
22,False,0.529,0.421,2,-14.15,0,0.0341,0.847,0.00699,0.118,0.694
74,False,0.783,0.722,2,-4.864,1,0.0357,0.00537,0.00209,0.105,0.306
39,False,0.592,0.853,7,-6.81,1,0.163,0.548,0.0,0.864,0.775
23,False,0.262,0.25,6,-15.801,1,0.0981,0.974,8.61e-06,0.625,0.0372
23,False,0.602,0.997,9,-3.831,1,0.066,2.98e-05,0.945,0.0917,0.571
0,False,0.605,0.7,4,-6.47,1,0.0277,0.00998,0.0,0.116,0.588
61,False,0.714,0.495,9,-7.226,1,0.0361,0.328,0.0,0.104,0.238
69,False,0.483,0.941,2,-3.598,0,0.0575,0.000526,3.5e-06,0.31,0.503
60,False,0.698,0.711,9,-6.037,1,0.0296,0.74,0.0,0.104,0.683
5,False,0.649,0.946,0,-3.291,1,0.0595,0.00696,0.309,0.0551,0.849
56,False,0.707,0.893,7,-7.449,1,0.0543,0.00712,0.819,0.0802,0.159
53,False,0.81,0.376,4,-7.941,1,0.0411,0.208,5.52e-05,0.0622,0.635
60,False,0.349,0.191,0,-16.111,0,0.0463,0.992,0.936,0.132,0.0414
32,False,0.599,0.887,7,-3.295,1,0.041,0.0633,0.455,0.113,0.926
0,False,0.797,0.663,4,-8.799,0,0.0539,0.0564,0.848,0.0669,0.344
44,False,0.56,0.314,2,-10.601,1,0.032,0.525,1.48e-05,0.104,0.172
15,False,0.684,0.654,10,-9.647,1,0.0378,0.734,0.932,0.103,0.975
34,False,0.253,0.239,3,-16.741,1,0.0306,0.95,0.908,0.125,0.0599
0,False,0.687,0.792,5,-2.749,1,0.0452,0.191,0.0,0.167,0.671
46,True,0.902,0.48,1,-7.684,1,0.087,0.154,0.000115,0.105,0.553
0,False,0.772,0.803,1,-3.035,1,0.0468,0.187,0.0,0.434,0.853
21,False,0.237,0.0453,0,-25.535,1,0.0375,0.913,0.917,0.102,0.0795
40,False,0.565,0.719,4,-8.41,1,0.0509,0.25,0.0,0.158,0.624
0,False,0.359,0.573,9,-6.054,1,0.0326,0.665,0.000178,0.136,0.562
70,False,0.55,0.952,8,-4.664,1,0.0924,0.000193,0.000666,0.0614,0.391
74,False,0.763,0.608,5,-8.1,0,0.035,0.262,2.5e-05,0.12,0.393
63,False,0.421,0.0162,2,-25.358,0,0.0388,0.808,0.0024,0.0978,0.154
23,False,0.61,0.631,9,-7.124,1,0.0288,0.129,1.21e-05,0.161,0.604
54,False,0.561,0.257,7,-17.417,1,0.0343,0.858,0.00185,0.0949,0.579
0,False,0.596,0.74,8,-6.127,1,0.0338,0.341,2.05e-05,0.102,0.493
52,False,0.45,0.914,9,-0.513,0,0.0376,0.0121,0.000402,0.121,0.424
33,False,0.657,0.72,9,-6.375,0,0.0858,0.00356,0.000948,0.0809,0.413
48,False,0.639,0.339,1,-10.937,0,0.0373,0.486,0.0118,0.155,0.176
13,False,0.492,0.416,0,-11.569,1,0.393,0.925,0.856,0.15,0.468
44,False,0.691,0.985,9,-4.384,0,0.0683,0.000685,0.695,0.217,0.0348
21,False,0.68,0.154,8,-20.01,1,0.0407,0.975,0.824,0.114,0.149
36,False,0.534,0.938,3,-4.299,1,0.0623,0.00559,0.0,0.239,0.578
62,False,0.47,0.521,6,-11.142,0,0.0391,0.579,3.39e-06,0.112,0.329
78,False,0.808,0.903,9,-2.179,1,0.0729,0.0899,0.0,0.0816,0.922
11,False,0.544,0.318,4,-11.036,1,0.0357,0.883,0.0,0.161,0.535
0,False,0.798,0.575,5,-5.515,0,0.035,0.14,3.62e-06,0.056,0.683
68,False,0.442,0.888,9,-5.747,0,0.121,0.0127,0.000727,0.2,0.435
59,False,0.32,0.337,0,-10.91,1,0.0611,0.709,0.0,0.0662,0.206
49,False,0.471,0.822,7,-8.017,0,0.0538,0.0201,0.0,0.105,0.363
62,False,0.572,0.955,7,-2.617,1,0.0626,0.0141,0.0,0.315,0.717
52,False,0.678,0.375,5,-6.992,0,0.0293,0.25,0.908,0.209,0.202
52,False,0.585,0.625,6,-5.13,0,0.0765,0.0444,0.0,0.0376,0.666
49,True,0.795,0.571,4,-7.1,0,0.0431,0.0164,0.0193,0.103,0.311
44,False,0.681,0.477,5,-12.117,0,0.239,0.538,0.00501,0.156,0.452
64,False,0.287,0.292,9,-19.285,1,0.0541,0.968,0.978,0.09,0.346
0,False,0.314,0.61,4,-6.855,0,0.0685,0.0659,0.0,0.13,0.643
0,False,0.937,0.353,11,-12.17,1,0.0458,0.691,2.77e-05,0.133,0.863
42,False,0.573,0.593,5,-5.761,1,0.0389,0.207,6.97e-06,0.338,0.964
19,False,0.552,0.974,7,-3.352,1,0.0886,0.00659,4.26e-06,0.222,0.174
51,False,0.498,0.93,9,-3.958,0,0.131,0.0793,0.0,0.754,0.427
31,False,0.441,0.597,0,-7.958,1,0.123,0.573,4.07e-06,0.113,0.657
0,True,0.572,0.75,1,-5.042,0,0.0604,0.0946,0.0,0.378,0.475
37,False,0.654,0.519,4,-10.262,0,0.198,0.284,0.909,0.143,0.271
13,False,0.507,0.0454,5,-28.97,0,0.0576,0.857,0.955,0.109,0.0757
46,False,0.519,0.232,4,-9.029,1,0.0269,0.877,0.0,0.104,0.364
52,False,0.625,0.831,5,-6.757,0,0.0541,0.00447,0.0624,0.0923,0.191
24,False,0.607,0.584,2,-7.353,1,0.0368,0.0636,6.5e-05,0.495,0.874
54,False,0.541,0.583,2,-4.913,1,0.0329,0.733,0.000329,0.0841,0.39
53,False,0.417,0.163,5,-14.445,1,0.0369,0.676,0.000211,0.112,0.216
61,True,0.596,0.964,6,-8.336,1,0.041,0.000194,0.763,0.119,0.478
3,False,0.503,0.673,1,-7.685,1,0.395,0.126,0.0,0.607,0.539
0,False,0.598,0.447,8,-7.932,1,0.0404,0.224,0.0,0.0704,0.365
44,False,0.648,0.598,0,-6.751,0,0.0623,0.154,0.000132,0.106,0.431
1,False,0.659,0.274,7,-11.686,0,0.186,0.694,0.0,0.148,0.479
22,False,0.144,0.987,0,-4.283,1,0.179,9.11e-05,0.28,0.348,0.399
0,False,0.75,0.751,0,-8.97,1,0.107,0.01,0.0858,0.132,0.614
13,False,0.551,0.863,11,-3.394,1,0.207,0.0516,2.56e-06,0.189,0.796
47,False,0.566,0.784,9,-7.609,1,0.0294,0.0875,0.00792,0.115,0.572
33,False,0.196,0.448,10,-23.336,1,0.0706,0.65,0.93,0.208,0.0235
0,True,0.836,0.743,10,-6.305,0,0.0656,0.0995,0.0,0.335,0.722
19,False,0.91,0.776,10,-6.669,0,0.151,0.058,1.15e-06,0.131,0.619
45,False,0.38,0.548,0,-9.26,1,0.0333,0.73,0.000142,0.31,0.395
44,False,0.34,0.0836,9,-12.937,1,0.0386,0.988,0.000298,0.101,0.203
47,False,0.734,0.458,4,-5.547,1,0.0287,0.685,0.0,0.0877,0.718
73,False,0.706,0.674,9,-5.932,1,0.044,0.3,0.0,0.202,0.359
45,False,0.499,0.92,3,-4.723,0,0.0589,0.0714,0.0,0.116,0.315
22,False,0.691,0.904,9,-6.162,1,0.0295,0.0872,3.96e-05,0.108,0.866
66,False,0.499,0.721,9,-9.615,0,0.0564,0.216,9.74e-06,0.295,0.843
35,False,0.546,0.949,4,-4.353,0,0.0534,0.00652,0.00256,0.192,0.246
53,False,0.705,0.637,10,-7.367,1,0.084,0.126,0.0308,0.233,0.819
10,False,0.811,0.899,7,-8.484,0,0.0662,0.00328,0.914,0.0975,0.491
19,False,0.809,0.564,6,-8.028,0,0.0583,6.87e-05,0.599,0.0651,0.639
44,False,0.728,0.804,7,-6.191,0,0.0481,0.238,0.00162,0.163,0.578
0,False,0.729,0.84,2,-7.395,1,0.0274,0.0162,0.0,0.0761,0.771
0,False,0.534,0.416,4,-13.251,0,0.0309,0.572,1.87e-05,0.376,0.374
44,False,0.479,0.693,9,-5.845,0,0.0442,0.242,0.0,0.922,0.352
53,False,0.652,0.725,0,-6.542,1,0.047,0.439,0.699,0.156,0.956
49,False,0.241,0.231,10,-16.365,1,0.0322,0.85,0.939,0.112,0.274
44,False,0.6,0.608,2,-9.467,1,0.0475,0.205,0.0,0.797,0.305
64,False,0.49,0.606,7,-6.604,0,0.0424,0.169,0.00106,0.0704,0.119
43,False,0.421,0.907,4,-4.422,1,0.0476,0.0167,6.55e-05,0.198,0.668
49,False,0.555,0.324,9,-10.63,1,0.0282,0.438,0.0,0.264,0.117
65,False,0.173,0.0112,0,-35.577,1,0.0333,0.912,0.952,0.107,0.0379
55,False,0.623,0.845,4,-3.957,1,0.0602,0.0625,0.00276,0.249,0.307
34,False,0.669,0.213,10,-15.379,1,0.0398,0.778,0.0146,0.0849,0.204
46,False,0.335,0.298,8,-12.329,0,0.0328,0.859,0.00183,0.109,0.105
54,False,0.54,0.752,11,-5.212,1,0.0267,0.159,0.0,0.363,0.462
58,False,0.671,0.773,7,-5.789,0,0.0289,0.247,0.797,0.245,0.236
20,False,0.357,0.986,2,-5.393,1,0.0654,4e-05,0.132,0.302,0.617
0,False,0.233,0.432,10,-5.957,1,0.0321,0.291,0.0,0.279,0.286
11,False,0.687,0.847,1,-9.404,0,0.0676,0.00779,0.821,0.102,0.227
0,False,0.572,0.0134,3,-29.694,1,0.0632,0.995,0.925,0.104,0.0873
50,False,0.736,0.401,7,-11.285,1,0.0476,0.102,0.293,0.0938,0.0543
41,False,0.687,0.486,8,-10.767,1,0.0548,0.626,0.0,0.0722,0.722
0,True,0.905,0.563,8,-6.135,1,0.102,0.0254,9.71e-06,0.113,0.324
0,False,0.643,0.996,5,-2.635,1,0.0775,0.0059,0.0,0.163,0.382
54,False,0.496,0.988,4,-4.409,0,0.11,8.33e-05,0.323,0.155,0.199
52,False,0.437,0.669,4,-6.524,1,0.0395,0.0344,0.00395,0.347,0.514
38,False,0.498,0.909,7,-6.096,1,0.0331,0.000336,0.954,0.109,0.0396
0,False,0.559,0.79,2,-5.057,1,0.0535,0.0507,0.0,0.269,0.589
20,False,0.32,0.516,1,-11.792,1,0.17,0.84,0.0474,0.226,0.141
65,False,0.688,0.742,5,-6.363,1,0.0496,0.00912,1.37e-06,0.186,0.74
0,False,0.603,0.661,0,-5.857,0,0.088,0.221,0.000303,0.0997,0.919
68,False,0.395,0.397,11,-7.556,1,0.0368,0.735,0.0,0.11,0.303
42,False,0.333,0.805,0,-4.376,1,0.0433,0.0856,0.0,0.285,0.175
24,False,0.887,0.651,5,-7.895,1,0.0421,0.027,0.105,0.0503,0.652
49,False,0.483,0.0584,0,-21.374,1,0.0322,0.919,0.154,0.0953,0.695
50,False,0.631,0.845,11,-8.08,1,0.236,0.486,0.0,0.0864,0.807
0,True,0.502,0.988,2,-3.033,1,0.0923,0.000572,0.0,0.196,0.455
56,False,0.755,0.806,0,-4.618,0,0.0479,0.544,0.000114,0.0908,0.892
50,False,0.467,0.983,9,-3.443,0,0.153,0.00209,0.105,0.349,0.0833
28,True,0.617,0.665,8,-6.291,0,0.242,0.00583,0.0,0.0862,0.285
37,False,0.397,0.467,4,-13.932,1,0.0304,0.0138,0.000897,0.114,0.396
0,False,0.305,0.201,3,-13.253,1,0.036,0.926,0.265,0.17,0.04
44,False,0.76,0.366,5,-8.91,1,0.0479,0.837,0.907,0.0945,0.317
0,False,0.535,0.522,2,-7.87,1,0.0363,0.131,0.0,0.438,0.305
23,True,0.671,0.898,7,-6.861,1,0.0771,0.11,2.61e-05,0.117,0.875
62,False,0.0656,0.0272,2,-34.766,0,0.0449,0.967,0.956,0.0821,0.0638
74,False,0.853,0.798,4,-7.995,0,0.068,0.0158,0.948,0.0967,0.42
17,False,0.547,0.99,8,-2.858,1,0.218,0.00581,0.0,0.123,0.734
23,True,0.58,0.33,8,-16.166,1,0.948,0.718,0.0,0.802,0.702
25,False,0.661,0.556,11,-10.241,0,0.0285,0.0552,0.000274,0.0645,0.567
23,False,0.556,0.999,0,-1.876,1,0.293,0.0818,0.0,0.829,0.643
64,False,0.459,0.941,9,-2.053,0,0.0777,0.0191,0.0,0.371,0.399
42,False,0.5,0.841,0,-6.456,1,0.163,0.805,0.0,0.641,0.911
31,False,0.493,0.544,2,-9.919,1,0.0481,0.67,1.66e-05,0.0364,0.773
55,False,0.523,0.563,4,-8.398,0,0.0439,0.235,4.01e-06,0.0876,0.323
63,False,0.548,0.924,11,-4.48,0,0.0689,0.00033,1.42e-05,0.162,0.242
44,False,0.856,0.672,7,-6.848,0,0.0497,0.407,0.605,0.244,0.0579
1,False,0.602,0.796,5,-5.609,1,0.0465,0.146,0.0,0.125,0.53
37,False,0.546,0.601,4,-6.522,1,0.04,0.676,0.0,0.918,0.253
58,False,0.174,0.178,1,-18.717,0,0.0362,0.994,0.861,0.0737,0.0347
44,False,0.514,0.123,10,-11.512,1,0.0379,0.851,0.0394,0.127,0.169
23,False,0.459,0.995,7,-2.107,0,0.131,0.000123,0.0,0.183,0.29
24,False,0.556,0.494,2,-9.875,1,0.0403,0.72,0.91,0.215,0.908
